,sample,prediction,WER,runtime
0,"Joe Keaton disapproved of films, and Buster also had reservations about the medium.",Joe Keaton disapproved of films and Buster also had reservations about the medium.,0.07692307692307693,0.8172574043273926
1,She'll be all right.,She'd be all right.,0.25,0.7332108020782471
2,six,Six.,1.0,0.7134606838226318
3,All's well that ends well.,"All is well, that ends well.",0.6,0.7516918182373047
4,It is a busy market town that serves a large surrounding area.,"It is a busy market town that serves a large, surrounded area.",0.16666666666666666,0.791731595993042
5,We are going to the football game tonight.,They're going to the football game tonight.,0.25,0.7590608596801758
6,Elizabeth was about the same age as Maria.,It is about lost ability CMHS Maria.,0.75,0.8177075386047363
7,Do you mean it?,Do you read it?,0.25,0.7365744113922119
8,How is Mozilla going to handle ambiguities like queue and cue?,How is Mozilla going to handle and be with this like Q and Q?,0.5454545454545454,0.8137147426605225
9,You are so rude!,You are so rude.,0.25,0.7323687076568604
10,I guess you must think I'm kinda batty.,,1.0,0.8291044235229492
11,No one near the remote machine you could ring?,No one near the remote machine you could ring.,0.1111111111111111,0.772089958190918
12,Groves started writing songs when she was four years old.,Graves distorted writing songs when she was four years old.,0.2,0.7866866588592529
13,This led to both the Red Terror and the White Terror.,This led to both the red tear and the white tear.,0.36363636363636365,0.7812423706054688
14,The Sacramento Valley Rail Station is just a short walk away.,The Sacramento Valley Rail Station is just a short walk away.,0.0,0.782012939453125
15,"The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.","The most recent presidents of the United States are Donald Trump, Barack Obama and George Trump.",0.17647058823529413,0.8448400497436523
16,There was nothing to hold him back except himself.,"There was nothing to hold the hand back, set himself.",0.4444444444444444,0.7806925773620605
17,These locomotives are serviced at Washwood Heath.,These locomotives are serviced at Washwood Heath.,0.0,0.7830586433410645
18,It might be in this writer's Top Ten!,It might be in this writer's top 10.,0.25,0.767719030380249
19,We spoke often.,We spoke of them.,0.6666666666666666,0.7309479713439941
20,Mrs. Lewis was selected as the new commissioner.,Mrs. Lewis was selected as the new commissioner.,0.0,0.7727351188659668
21,The electrician looked puzzled.,in the nutrition group for the,1.5,0.7942991256713867
22,The ladder on the fire truck was not long enough.,It later on the fire truck was not long enough.,0.2,0.7726247310638428
23,I will tell her what we decided.,I will tell not what we decided.,0.14285714285714285,0.7592921257019043
24,Enoxaparin belongs to the class of drugs known as low molecular weight heparins.,Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello. Hello.,1.0,1.3756184577941895
25,"I guess, it's a never-ending story.",I guess it's a never ending story.,0.5,0.7626004219055176
26,Good things come in small packages.,Good things coming small packages.,0.3333333333333333,0.7413597106933594
27,It is a member theater of the Union of the Theatres of Europe.,It is a member theater of the union of the theaters of Europe.,0.15384615384615385,0.7943987846374512
28,"I like apples, pears, and pomegranate, but I do like strawberries or grapes.","I like apples, pears, and pomegranate, but I do like strawberries or grapes.",0.0,0.8435068130493164
29,YOU WANNA TAKE THIS OUTSIDE?,You want to take this outside?,1.2,0.74735426902771
30,The immersion in hot water also kills the silkworm pupa.,The immersion in hot water also kills the 6th one.,0.2,0.7947728633880615
31,"She married her business partner, Steve Lane.",She married her business partner Stephen Lee,0.42857142857142855,0.7569284439086914
32,Who has already arrived?,Who has already arrived?,0.0,0.7378082275390625
33,The attack on our root server overstrained our senior administrator.,"that it takes on your road server of our strength, our senior and minis theater.",1.1,0.9317097663879395
34,Do you want me?,Would you watch me?,0.5,0.7477214336395264
35,That would be funny if he did.,That would be funny if he did.,0.0,0.7656946182250977
36,"Although she had flowers and applause, Mavis said she was not content.","Although C had flowers and applause, maybe said C was not content.",0.25,0.8042252063751221
37,"When the user's identity has been accepted by the server, you will be notified.","When the user's identity has been accepted by the server, you will be notified.",0.0,0.8120222091674805
38,Madin was a significant figure of post-war Birmingham architecture.,Imagine was a significant figure of post-war Birmingham architecture.,0.1111111111111111,0.7845265865325928
39,Add the column and put the sum here.,Add the column and put the sum here.,0.0,0.7599954605102539
40,"Hello, Benjamin.",Hello Benjamin.,0.5,0.7144451141357422
41,"After playing tennis in virtual reality, he felt dizzy.","After playing tennis and virtual reality, he felt dizzy.",0.1111111111111111,0.7767751216888428
42,A mansion was usually set on a one square.,Imagine was usually set on a 1 square.,0.3333333333333333,0.7575452327728271
43,Have you the key?,Have you the key?,0.0,0.7343595027923584
44,Rapidan Campaign May–June.,"Give them a campaign me, June.",2.0,0.7462236881256104
45,"Alston commented that he felt the cartoonist ""might have had some racial intent"".",Alstone commented that he felt the cartoonist might have had some racial intent.,0.23076923076923078,0.8134496212005615
46,Doing a handstand needs a lot of practice to learn.,During the handstand needs a lot of practice to learn.,0.2,0.8382253646850586
47,Man in red tshirt and baseball cap viewed from above he is has a pile of posters,"Man, in rotation and baseball cap built from above, he has a pile of posters.",0.4117647058823529,0.8254780769348145
48,The two films were then released within one day of each other.,The two films were then released within one day each other.,0.08333333333333333,0.8043580055236816
49,‘What did he say his name was?’ asked the captain.,What did he say his name was asked to the captain?,0.4,0.7840282917022705
50,"At the hospital, I met a very nice nurse.",Got me hospital. I met a very nice nurse.,0.3333333333333333,0.8627557754516602
51,yes,Yes.,1.0,0.7097640037536621
52,He received his Ph.,He received his pH.,0.25,0.7381324768066406
53,"Since their inception, Harris has been the band's principal composer and lyricist.",(speaking in foreign language),1.0,0.9088404178619385
54,"After experiencing a mind-blowing sensual orgy, Mike was sure he had taken an overdose.","After experiencing a mind blowing sensorology, Microsoft should yet take another dose.",0.7857142857142857,0.8174045085906982
55,Religious festivals include the Muslim Eids and the Christian Christmas and Easter.,Religious festivals include the Muslim deeds and the Christian Christmas and Easter.,0.08333333333333333,0.7958447933197021
56,"What do you advise, sir?","What do you advise, sir?",0.0,0.767833948135376
57,"Charles looked on, angry that there was nothing he could do.","Charles looked on, angry that there was nothing he could do.",0.0,0.7865145206451416
58,Alexandria and Texas were shut down mid-season.,Alexandria and Texas were shut down mid-season.,0.0,0.7678976058959961
59,"Karina Smirnoff of ""Dancing With The Stars"" hosted the following month.","Karina is far enough of dancing with the stars, hosted the following month.",0.6363636363636364,0.8120112419128418
60,It is inhibited by the pneumotaxic centre.,It is inhibited by the pneumotoxic center.,0.2857142857142857,0.7683441638946533
61,Her intro later appeared on the David Holmes Essential Collection.,Her andro later appeared on the David Holmes essential collection.,0.3,0.7863075733184814
62,An important person in the life of Emile Claus was the painter Jenny Montigny.,An important person in their life is a man of applause. Where's the kingdom of Montignon?,0.7142857142857143,0.9730994701385498
63,"In the United States, Federal Vehicle fleets refers to the federal government's vehicles.","In the United States, federal vehicle fleets refer to the federal government's vehicles.",0.23076923076923078,0.8126809597015381
64,There is also a garnet mine in West Redding.,There is also a Garnet mine in West Reading.,0.2222222222222222,0.778911828994751
