,sample,prediction,WER,runtime
0,"Joe Keaton disapproved of films, and Buster also had reservations about the medium.",Joe Keaton disapproved of films and Buster also had reservations about the medium.,0.07692307692307693,14.270612478256226
1,She'll be all right.,She'd be all right.,0.25,8.713514566421509
2,six,Six.,1.0,8.476240158081055
3,All's well that ends well.,"All is well, that ends well.",0.6,8.769468784332275
4,It is a busy market town that serves a large surrounding area.,It is a busy market town that serves a large surrounded area.,0.08333333333333333,9.091813087463379
5,We are going to the football game tonight.,We are going to the football game tonight.,0.0,8.860012531280518
6,Elizabeth was about the same age as Maria.,Elizabeth was about the same age as Maria,0.125,9.426567316055298
7,Do you mean it?,Do you mean it?,0.0,8.611921548843384
8,How is Mozilla going to handle ambiguities like queue and cue?,"How is Mozilla going to handle and be with ease, like Q and Q?",0.5454545454545454,9.165419340133667
9,You are so rude!,You are so rude.,0.25,8.841206550598145
10,I guess you must think I'm kinda batty.,,1.0,9.37786340713501
11,No one near the remote machine you could ring?,No one near the remote machine you could ring.,0.1111111111111111,8.881391048431396
12,Groves started writing songs when she was four years old.,Graves started writing songs when she was four years old.,0.1,8.822409391403198
13,This led to both the Red Terror and the White Terror.,This led to both the red tear and the white tear.,0.36363636363636365,9.005381345748901
14,The Sacramento Valley Rail Station is just a short walk away.,The Sacramento Valley Rail Station is just a short walk away.,0.0,8.981090307235718
15,"The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.","The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.",0.0,9.458966732025146
16,There was nothing to hold him back except himself.,There was nothing to hold him back except himself.,0.0,8.879570007324219
17,These locomotives are serviced at Washwood Heath.,These locomotives are serviced at Washwood Heath.,0.0,8.950449466705322
18,It might be in this writer's Top Ten!,It might be in this writer's top 10.,0.25,8.810227394104004
19,We spoke often.,We spoke often.,0.0,8.457092523574829
20,Mrs. Lewis was selected as the new commissioner.,Mrs. Lewis was selected as the new commissioner.,0.0,8.863120794296265
21,The electrician looked puzzled.,the definition,1.0,9.161345720291138
