,sample,prediction,WER,runtime
0,"Joe Keaton disapproved of films, and Buster also had reservations about the medium.",Joe Keaton disapproved of films and Buster also had reservations about the medium.,0.07692307692307693,11.108069896697998
1,She'll be all right.,She'd be alright.,0.75,10.438292264938354
2,six,Six.,1.0,10.191646337509155
3,All's well that ends well.,"All is well, that ends well.",0.6,10.423825740814209
4,It is a busy market town that serves a large surrounding area.,It is a busy market town that serves a large surrounded area.,0.08333333333333333,10.764214992523193
5,We are going to the football game tonight.,We are going to the football game tonight.,0.0,10.512528896331787
6,Elizabeth was about the same age as Maria.,Irzebat was about the same age as Maria,0.25,10.539828062057495
7,Do you mean it?,Do you mean it?,0.0,10.24362325668335
8,How is Mozilla going to handle ambiguities like queue and cue?,"How is Mozilla going to handle and be with this, like Q and Q?",0.5454545454545454,10.808594465255737
9,You are so rude!,You are so rude.,0.25,10.240193605422974
10,I guess you must think I'm kinda batty.,,1.0,10.87345576286316
11,No one near the remote machine you could ring?,No one near the remote machine you could ring.,0.1111111111111111,10.476810216903687
12,Groves started writing songs when she was four years old.,Graves started writing songs when she was four years old.,0.1,10.503825426101685
13,This led to both the Red Terror and the White Terror.,This led to both the red tear and the white tear.,0.36363636363636365,10.608120203018188
14,The Sacramento Valley Rail Station is just a short walk away.,The Sacramento Valley Rail Station is just a short walk away.,0.0,10.61146879196167
15,"The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.","The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.",0.0,10.965207576751709
16,There was nothing to hold him back except himself.,There was nothing to hold him back except himself.,0.0,10.595431566238403
17,These locomotives are serviced at Washwood Heath.,These locomotives are serviced at Washwood Heath.,0.0,10.669920682907104
18,It might be in this writer's Top Ten!,It might be in this writer's top 10.,0.25,10.445894956588745
19,We spoke often.,We spoke often.,0.0,10.221679449081421
20,Mrs. Lewis was selected as the new commissioner.,Mrs. Lewis was selected as the new commissioner.,0.0,10.47631025314331
21,The electrician looked puzzled.,the definition,1.0,10.842662811279297
22,The ladder on the fire truck was not long enough.,The leather on the fire truck was not long enough.,0.1,10.552680015563965
23,I will tell her what we decided.,I will tell her what we decided.,0.0,10.360740423202515
24,Enoxaparin belongs to the class of drugs known as low molecular weight heparins.,"Hello, good morning.",1.0,10.974138736724854
25,"I guess, it's a never-ending story.",I guess it's a never ending story.,0.5,10.490761041641235
26,Good things come in small packages.,Good things come in small packages.,0.0,10.326725006103516
27,It is a member theater of the Union of the Theatres of Europe.,"It is a member theater of the Union, of the theaters of Europe.",0.15384615384615385,10.774210453033447
28,"I like apples, pears, and pomegranate, but I do like strawberries or grapes.","I like apples, pears, and pomegranate, but I do like strawberries or grapes.",0.0,11.06935453414917
29,YOU WANNA TAKE THIS OUTSIDE?,You wanna take this outside.,1.0,10.306229591369629
30,The immersion in hot water also kills the silkworm pupa.,The immersion in hot water also kills the sick worm poopa.,0.3,10.735278129577637
31,"She married her business partner, Steve Lane.","She married her business partner, Steven Lee.",0.2857142857142857,10.45424222946167
32,Who has already arrived?,Who has already arrived?,0.0,10.219696521759033
33,The attack on our root server overstrained our senior administrator.,That it take on your road server over strained our senior administrator,0.8,10.637051343917847
34,Do you want me?,Do you want me?,0.0,10.220545053482056
35,That would be funny if he did.,That would be funny if he did.,0.0,10.375947713851929
36,"Although she had flowers and applause, Mavis said she was not content.","Although she had flowers and applause, maybe said she was not content.",0.08333333333333333,10.70382285118103
37,"When the user's identity has been accepted by the server, you will be notified.","When the user's identity has been accepted by the server, you will be notified.",0.0,10.806547164916992
38,Madin was a significant figure of post-war Birmingham architecture.,Madden was a significant figure of post-war Birmingham architecture.,0.1111111111111111,10.553909540176392
39,Add the column and put the sum here.,Add the column and put the sum here.,0.0,10.454890489578247
40,"Hello, Benjamin.",Hello Benjamin.,0.5,10.168810844421387
41,"After playing tennis in virtual reality, he felt dizzy.","After playing tennis and virtual reality, he felt dizzy.",0.1111111111111111,10.599231719970703
42,A mansion was usually set on a one square.,E mention was usually sit on a one square.,0.3333333333333333,10.491379022598267
43,Have you the key?,Have you the key?,0.0,10.19675898551941
44,Rapidan Campaign May–June.,with them campaign made too,1.6666666666666667,10.501518964767456
45,"Alston commented that he felt the cartoonist ""might have had some racial intent"".",Alstone commented that he felt the cartoonist might have had some racial intent.,0.23076923076923078,10.823711395263672
46,Doing a handstand needs a lot of practice to learn.,Doing a handstand needs a lot of practice to learn.,0.0,10.566165685653687
