,sample,prediction,WER,runtime
0,"Joe Keaton disapproved of films, and Buster also had reservations about the medium.",Joe Keaton disapproved of films and Buster also had reservations about the medium.,0.07692307692307693,2.267200231552124
1,She'll be all right.,She'd be alright.,0.75,1.2148463726043701
2,six,Six.,1.0,1.1442265510559082
3,All's well that ends well.,"All is well, that ends well.",0.6,1.2362494468688965
4,It is a busy market town that serves a large surrounding area.,"It is a busy market town that serves a large, surrounded area.",0.16666666666666666,1.3349835872650146
5,We are going to the football game tonight.,They're going to the football game tonight.,0.25,1.2819838523864746
6,Elizabeth was about the same age as Maria.,It's a bit more support DC major smurrier.,1.0,1.511683702468872
7,Do you mean it?,Do you read it?,0.25,1.2056465148925781
8,How is Mozilla going to handle ambiguities like queue and cue?,How is Mozula going to bamboo and be with these like cube and cube?,0.7272727272727273,1.3893723487854004
9,You are so rude!,You are so rude.,0.25,1.175703525543213
10,I guess you must think I'm kinda batty.,,1.0,1.3614082336425781
11,No one near the remote machine you could ring?,No one near the remote machine you could ring.,0.1111111111111111,1.283174991607666
12,Groves started writing songs when she was four years old.,Graves distorted writing songs when she was four years old.,0.2,1.311746597290039
13,This led to both the Red Terror and the White Terror.,This led to both the red tear and the white tear.,0.36363636363636365,1.3479104042053223
14,The Sacramento Valley Rail Station is just a short walk away.,The Sacramento Valley Rail Station is just a short walk away.,0.0,1.3215014934539795
15,"The most recent presidents of the United States are Donald Trump, Barack Obama, and George W. Bush.","The most recent precedents of the United States are Donald Trump, Barack Obama and George W. Bush.",0.11764705882352941,1.468897819519043
16,There was nothing to hold him back except himself.,"There was nothing to hold the hand back, except himself.",0.3333333333333333,1.2876744270324707
17,These locomotives are serviced at Washwood Heath.,These locomotives are serviced at Washwood Heath.,0.0,1.3123629093170166
18,It might be in this writer's Top Ten!,It might be in this writer's top 10.,0.25,1.2959303855895996
19,We spoke often.,We spoke our phone.,0.6666666666666666,1.2053420543670654
20,Mrs. Lewis was selected as the new commissioner.,Mrs. Lewis was selected as the new commissioner.,0.0,1.2698349952697754
21,The electrician looked puzzled.,in the nutrition group further.,1.25,1.3945319652557373
22,The ladder on the fire truck was not long enough.,The light on the fire truck was not long enough.,0.1,1.2805323600769043
23,I will tell her what we decided.,I will tell now what we decided.,0.14285714285714285,1.2492904663085938
24,Enoxaparin belongs to the class of drugs known as low molecular weight heparins.,"Hello, this one is my long story and long story and long story and long story and long story and long story",1.6923076923076923,3.2581398487091064
25,"I guess, it's a never-ending story.",I guess it's a never ending story.,0.5,1.251596212387085
26,Good things come in small packages.,Good things coming small packages.,0.3333333333333333,1.1990258693695068
27,It is a member theater of the Union of the Theatres of Europe.,It is a member theater of the union of the theaters of Europe.,0.15384615384615385,1.3401644229888916
28,"I like apples, pears, and pomegranate, but I do like strawberries or grapes.","I like apples, pears, and pomegranate, but I do like strawberries or grapes.",0.0,1.4337685108184814
29,YOU WANNA TAKE THIS OUTSIDE?,You want to take this outside?,1.2,1.2249021530151367
30,The immersion in hot water also kills the silkworm pupa.,"The immersion in hot water also kills a sick form, full buff.",0.5,1.307992696762085
31,"She married her business partner, Steve Lane.",She married her business partner Stephen Lee.,0.42857142857142855,1.2411375045776367
32,Who has already arrived?,Who has already arrived?,0.0,1.2237706184387207
33,The attack on our root server overstrained our senior administrator.,That it take on your road travel over the strain of our senior administrator.,1.0,1.3848938941955566
34,Do you want me?,Would you watch me?,0.5,1.1773700714111328
35,That would be funny if he did.,That would be funny if he did.,0.0,1.2496840953826904
36,"Although she had flowers and applause, Mavis said she was not content.","Although C headflowers and applause, maybe said C was not content.",0.4166666666666667,1.3569505214691162
37,"When the user's identity has been accepted by the server, you will be notified.","When the user's identity has been accepted by the server, you will be notified.",0.0,1.3846244812011719
